City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
453,Pontianak,ID,80.58,few clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
455,Marana,US,84.79,overcast clouds,32.4367,-111.2254,Valley of the Sun Mobile Home & RV Park
456,Mangrol,IN,83.91,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
458,Kupang,ID,76.39,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
459,Solvychegodsk,RU,79.07,clear sky,61.3305,46.9156,"Vychegda, Gostinitsa"
462,Tianpeng,CN,81.07,clear sky,30.9866,103.9393,Shuangliu Love Home Business Hotel
467,Ujhani,IN,82.9,moderate rain,28.0167,79.0167,Bhagwati Palace
470,Yara,CU,82.22,overcast clouds,20.2753,-76.9533,Casa de Margarita Puebla Lorente
475,Key West,US,88.0,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
477,Kushmurun,KZ,75.31,clear sky,52.4503,64.6311,Gostinitsa Pri Depo
479,Gifhorn,DE,82.35,few clouds,52.4833,10.55,Morada Hotel Gifhorn
480,Yarmouth,US,80.19,mist,41.7057,-70.2286,Blue Rock Resort
481,Holland,US,76.01,clear sky,42.7875,-86.1089,Hampton Inn Holland
482,Algiers,DZ,84.02,clear sky,36.7525,3.042,Sofitel Algiers Hamma Garden
484,Margate,GB,87.85,clear sky,51.3813,1.3862,Premier Inn Margate hotel
485,Marsa Matruh,EG,82.92,clear sky,31.3525,27.2453,Beau Site
488,Daru,PG,77.45,overcast clouds,-9.0763,143.2092,Daru Lodge
490,Kulhudhuffushi,MV,82.96,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
491,Teluk Nibung,ID,79.41,few clouds,3.001,99.8164,Hotel Assyifa
498,Tamiahua,MX,79.61,scattered clouds,21.2667,-97.45,Mission Of The Sun Hotel
499,Matara,LK,79.43,few clouds,5.9485,80.5353,Amaloh Boutique Resort
502,Syedove,UA,88.0,clear sky,47.0768,38.156,Зеленый дворик - 37
504,Ankang,CN,78.4,overcast clouds,32.68,109.0172,安琪酒店
505,Horsham,GB,89.82,clear sky,51.064,-0.3272,Springfields Hotel
506,Devecser,HU,83.84,overcast clouds,47.1032,17.438,Széki tó
507,Harlingen,US,84.97,few clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
508,Leua,SK,82.49,moderate rain,48.2156,18.6071,Business Hotel ASTRUM Laus
510,Tura,IN,75.78,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
512,Knysna,ZA,79.18,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
514,Monrovia,LR,80.37,moderate rain,6.3005,-10.7969,Sunset Inn
516,Igreja Nova,BR,82.29,scattered clouds,-10.1253,-36.6619,Varzea igreja nova
518,Fuyang,CN,75.96,light rain,32.9,115.8167,Fuyang Wanda Realm Hotel
519,Sioux Lookout,CA,77.38,smoke,50.1001,-91.917,Knobby's Fly-In Camps
527,Iberia,US,85.05,few clouds,29.9502,-91.7507,back to back rv park
529,Abha,SA,76.82,scattered clouds,18.2164,42.5053,Abha Hotel
530,Kudahuvadhoo,MV,83.21,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
532,Gallup,US,75.96,clear sky,35.5281,-108.7426,El Capitan Motel
535,Pauini,BR,87.13,clear sky,-7.7136,-66.9764,Casa do Kiwliks
537,Nelidovo,RU,75.61,overcast clouds,56.2211,32.7774,"Tsentral'naya, Gostinitsa"
539,Pustoshka,RU,82.89,scattered clouds,56.3355,29.369,Yubileinaya Hotel
542,Ternate,ID,80.28,light rain,0.8,127.4,Grand Dafam Bela Ternate
543,Havelock,US,86.05,scattered clouds,34.8791,-76.9013,Sherwood Motel
546,Komsomolskoye,RU,80.71,broken clouds,55.2567,47.5461,"Gostinyy Dvor ""Oazis"""
547,Leshukonskoye,RU,78.35,scattered clouds,64.8989,45.7622,Pryalitsa Hostel
548,Amahai,ID,75.09,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
551,Harper,LR,79.57,overcast clouds,4.375,-7.7169,Screensaver
552,Am Timan,TD,87.19,broken clouds,11.0297,20.2827,Palais du chef Canton Salamt
554,Pingdingshan,CN,76.51,scattered clouds,33.7385,113.3012,Chengfu Hotel
555,Bairiki,KI,82.4,broken clouds,1.3292,172.9752,Tarawa Boutique Hotel
559,Trairi,BR,87.82,overcast clouds,-3.2778,-39.2689,janelas do mar
560,Union,US,81.99,broken clouds,40.6334,-74.2663,Homewood Suites by Hilton Newark-Cranford
561,Katubao,PH,80.64,broken clouds,5.8892,124.8294,IML Ecopark
563,Macenta,GN,79.36,light rain,8.5435,-9.471,Hôtel Yansané
565,Tukrah,LY,82.29,broken clouds,32.5341,20.5791,Lokta restaurant
566,Cartagena,CO,85.62,clear sky,10.3997,-75.5144,Hotel Colombia Real - Cartagena
567,Puerto Escondido,MX,79.63,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
569,Mandalgovi,MN,77.31,overcast clouds,45.7625,106.2708,В.Ганбат
570,Shakhunya,RU,81.14,clear sky,57.6758,46.6114,Inn Imperiya
571,Diamantino,BR,82.63,clear sky,-14.4086,-56.4461,Hotel Delta
572,Wewak,PG,79.29,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
573,Marang,MY,85.91,overcast clouds,5.2056,103.2059,DBarakah Homestay
575,Nyimba,ZM,79.09,broken clouds,-14.5566,30.8149,Dali Dali Lodge
578,Viradouro,BR,75.29,clear sky,-20.8731,-48.2969,Motel Diamond
579,Paka,MY,80.53,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA
583,Haradok,BY,80.71,broken clouds,55.4624,29.9816,"Gostinitsa ""Sportivnyy Gorodok"""
588,Socorro,US,80.46,broken clouds,31.6546,-106.3033,guarderia imss papalote
591,Narragansett,US,80.02,broken clouds,41.4501,-71.4495,Hampton Inn South Kingstown - Newport Area
592,Kalmunai,LK,82.49,light rain,7.4167,81.8167,VS Villa
593,Kahama,TZ,81.61,scattered clouds,-3.8333,32.6,Kahama Gold Hotel
594,Jedrzejow,PL,82.18,overcast clouds,50.6394,20.3045,Apartamenty-Jędrzejów
595,Shediac,CA,81.36,overcast clouds,46.2198,-64.5411,Auberge Gabrièle (Hôtel & Restaurant)
597,Marapanim,BR,87.75,clear sky,-0.7175,-47.6997,Ecomangue Pousada
598,Fukue,JP,79.38,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
599,Forio,IT,82.42,light rain,40.7342,13.8646,Hotel Terme Providence
600,Rosita,NI,78.28,overcast clouds,13.9268,-84.4032,Hospedaje Zeledón
601,Shahr-E Babak,IR,83.41,overcast clouds,30.1165,55.1186,Duna Ecolodge
602,Huangchuan,CN,76.93,light rain,32.1272,115.0394,Guangzhou International Hotel
603,Domoni,KM,76.32,broken clouds,-12.2569,44.5319,Al Djadid
606,Port Arthur,CN,77.22,clear sky,38.8,121.2667,Friendship Hotel
608,Dong Hoi,VN,83.91,overcast clouds,17.4833,106.6,Nam Long Hotel
610,Hulyaypole,UA,84.87,overcast clouds,47.6653,36.2578,Lidiya
611,Bonavista,CA,77.0,clear sky,48.6499,-53.1147,Abbott's Bed & Breakfast
615,Asau,RO,81.52,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
618,Omboue,GA,78.39,clear sky,-1.5746,9.2618,Hotel Olako
626,Piuma,BR,79.0,clear sky,-20.8378,-40.7219,Piúma Praia Hotel
627,Bambanglipuro,ID,76.1,few clouds,-7.95,110.2833,Puri Brata
628,Kavaratti,IN,82.29,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
629,Etchojoa,MX,81.09,overcast clouds,26.9167,-109.6333,Cuadra RT
632,Vawkavysk,BY,80.29,scattered clouds,53.1561,24.4513,Krasnosiel'skii
635,Whitley Bay,GB,76.01,few clouds,55.0397,-1.4471,Cara Guesthouse
636,Marigot,MF,86.09,broken clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
637,Karachi,PK,85.82,broken clouds,24.9056,67.0822,Sadaat
645,Banes,CU,84.81,overcast clouds,20.9625,-75.7186,Hostal Iván y yailet
649,Morant Bay,JM,87.42,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
650,Salinopolis,BR,84.78,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
651,Ondjiva,AO,81.88,clear sky,-17.0667,15.7333,SOS Motel
653,Houston,US,87.94,clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
659,Sinnamary,GF,83.71,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
662,Saint-Francois,FR,83.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
664,Bhatkal,IN,76.21,light rain,13.9667,74.5667,Nilawar Palace
665,Ixtapa,MX,79.23,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
666,Sherman,US,82.22,broken clouds,33.6357,-96.6089,La Quinta Inn & Suites by Wyndham Sherman
670,Goderich,CA,75.04,scattered clouds,43.7501,-81.7165,Harmony Inn
671,Southbridge,US,75.6,overcast clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
677,Glowno,PL,83.91,overcast clouds,51.9646,19.7157,Kwatery Pracownicze
678,Bukoba,TZ,75.04,overcast clouds,-1.3317,31.8122,Elct Bukoba Hotel and Tours
679,Chagoda,RU,84.81,few clouds,59.164,35.3285,Rodnik
680,Gigmoto,PH,82.42,overcast clouds,13.7796,124.39,Cj's Travellers Inn
681,Menongue,AO,79.95,clear sky,-14.6585,17.691,Ritz Lauca
683,Newport,GB,87.17,broken clouds,51.5877,-2.9984,ibis budget Newport
688,Auki,SB,77.49,overcast clouds,-8.7676,160.7034,Auki Motel
692,Port Hawkesbury,CA,79.9,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
695,Baringo,KE,78.19,light rain,0.4667,35.9667,Country Legend Resort
696,Beterou,BJ,86.79,overcast clouds,9.1992,2.2586,Monastère de Kokoubou
699,Shenjiamen,CN,77.81,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
701,Russell,US,78.8,light intensity drizzle,32.3502,-85.1999,Macs
706,Ondarroa,ES,84.15,clear sky,43.3167,-2.4167,Hotel Arbe
707,Horki,BY,83.1,scattered clouds,54.2861,30.9842,Sauna V Gorkakh. Zhil'ye.
708,El Vigia,VE,84.13,scattered clouds,8.6219,-71.6506,Liceo Bolivariano 19 De Abril
