,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
348,Baruun-Urt,MN,46.6806,113.2792,62.02,88,1,7.02,clear sky
349,Sakakah,SA,29.9697,40.2064,112.57,9,0,1.1,clear sky
350,Norman Wells,CA,65.282,-126.8329,60.84,59,20,4.61,few clouds
351,Kousseri,CM,12.0769,15.0306,89.56,51,20,11.5,few clouds
352,Garowe,SO,8.4054,48.4845,86.27,35,100,27.83,overcast clouds
353,Sartana,UA,47.1744,37.6927,87.85,100,0,5.14,clear sky
354,Saint-Junien,FR,45.8833,0.9,83.34,40,0,9.48,clear sky
355,Lanxi,CN,29.2195,119.477,77.68,87,100,2.82,overcast clouds
356,Kigoma,TZ,-4.8769,29.6267,77.61,46,97,10.33,overcast clouds
357,Caravelas,BR,-17.7125,-39.2481,81.18,47,0,7.4,clear sky
358,Hasaki,JP,35.7333,140.8333,77.29,92,22,11.68,few clouds
359,Grand-Lahou,CI,5.1367,-5.0242,80.33,67,97,8.84,overcast clouds
360,Sarti,GR,40.1,23.9833,82.53,68,0,11.25,clear sky
361,Huilong,CN,31.8111,121.655,80.98,89,5,9.84,clear sky
362,Chokwe,MZ,-24.5333,32.9833,69.84,44,53,12.55,broken clouds
363,Vangaindrano,MG,-23.35,47.6,68.41,89,89,4.54,light rain
364,Cariamanga,EC,-4.3333,-79.55,56.17,84,99,4.38,light rain
365,Rawson,AR,-43.3002,-65.1023,42.57,58,7,13.94,clear sky
366,Codrington,AU,-38.2667,141.9667,46.89,95,100,8.63,overcast clouds
367,Ankazobe,MG,-18.3167,47.1167,66.61,51,49,12.39,scattered clouds
368,Hobyo,SO,5.3505,48.5268,79.18,73,93,28.3,overcast clouds
369,Saint Marys,US,30.7305,-81.5465,88.05,75,1,1.99,clear sky
370,Port Moresby,PG,-9.4431,147.1797,75.9,89,37,6.35,scattered clouds
371,Nushki,PK,29.5542,66.0215,104.25,16,10,14.2,clear sky
372,Yima,CN,34.7381,111.8839,73.76,88,100,11.86,light rain
373,Vardo,NO,70.3705,31.1107,52.25,80,99,12.24,overcast clouds
374,Okhotsk,RU,59.3833,143.3,62.08,80,17,6.11,few clouds
375,Beberibe,BR,-4.1797,-38.1306,87.17,60,14,11.99,few clouds
376,Zhangye,CN,38.9342,100.4517,89.19,20,13,9.66,few clouds
377,Rancho Palos Verdes,US,33.7445,-118.387,76.21,90,75,1.99,broken clouds
378,Cine,TR,37.6117,28.0614,92.61,15,0,15.86,clear sky
379,Chifeng,CN,42.2683,118.9636,74.17,75,97,6.42,overcast clouds
380,Talnakh,RU,69.4865,88.3972,55.72,76,100,6.4,overcast clouds
381,Khani,GE,41.9563,42.9566,81.97,39,14,0.87,few clouds
382,Saint Anthony,US,45.0205,-93.218,78.31,72,1,1.01,clear sky
383,Husavik,IS,66.0449,-17.3389,73.31,71,7,5.73,clear sky
384,Dakar,SN,14.6937,-17.4441,88.68,82,80,9.33,broken clouds
385,Natal,BR,-5.795,-35.2094,84.42,65,75,13.8,broken clouds
386,Bandarbeyla,SO,9.4942,50.8122,80.8,68,94,30.2,overcast clouds
387,Camacha,PT,33.0833,-16.3333,77.76,68,20,18.41,few clouds
388,Ambon,ID,-3.6954,128.1814,77.09,85,100,8.68,light rain
389,Dudinka,RU,69.4058,86.1778,55.08,59,79,7.31,broken clouds
390,Palmer,US,42.1584,-72.3287,74.68,86,90,3.44,overcast clouds
391,Adre,TD,13.4667,22.2,78.19,70,96,7.2,overcast clouds
392,Pechenizhyn,UA,48.5155,24.8942,87.19,47,30,7.38,scattered clouds
393,Avera,US,33.194,-82.5271,82.27,72,100,3.33,overcast clouds
394,Whitehorse,CA,60.7161,-135.0538,48.97,70,20,0.0,few clouds
395,Pushkino,RU,56.0172,37.8667,87.21,47,100,4.99,light rain
396,Coahuayana,MX,18.7333,-103.6833,81.88,77,96,2.21,overcast clouds
397,San Patricio,US,28.017,-97.5169,87.66,76,3,5.1,clear sky
398,Darhan,MN,49.4867,105.9228,61.02,91,100,11.83,overcast clouds
399,Juba,SS,4.8517,31.5825,77.72,73,100,5.66,light rain
400,Batagay,RU,67.6333,134.6333,48.97,53,25,4.5,scattered clouds
401,Biskamzha,RU,53.4497,89.5272,61.56,72,95,2.71,overcast clouds
402,Pointe Michel,DM,15.25,-61.3833,85.14,89,75,4.61,broken clouds
403,Kalanwali,IN,29.85,74.95,95.65,52,100,16.06,overcast clouds
404,Bilma,NE,18.6853,12.9164,107.01,12,96,5.44,overcast clouds
405,Butembo,CD,0.15,29.2833,66.09,82,100,2.51,light rain
406,Mackenzie,CA,55.2999,-123.1698,52.02,82,75,3.96,broken clouds
407,Richards Bay,ZA,-28.783,32.0377,67.66,56,0,5.86,clear sky
408,Hanyang,CN,32.1371,105.5126,74.98,91,1,2.55,clear sky
409,Gilgit,PK,35.9221,74.3087,95.32,32,71,1.48,broken clouds
410,Lata,PT,40.1629,-8.3327,86.49,46,0,11.61,clear sky
411,Sant Feliu De Guixols,ES,41.7833,3.0333,96.64,47,0,9.78,clear sky
412,Namibe,AO,-15.1961,12.1522,73.51,73,5,10.83,clear sky
413,Wieliczka,PL,49.9874,20.0647,78.69,82,100,9.06,overcast clouds
414,Necochea,AR,-38.5473,-58.7368,48.04,69,8,26.53,clear sky
415,Acarau,BR,-2.8856,-40.12,87.53,56,13,11.86,few clouds
416,Nanortalik,GL,60.1432,-45.2371,49.05,95,100,17.56,moderate rain
417,Santa Fe,AR,-31.6333,-60.7,52.02,53,0,5.99,clear sky
418,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.52,26,0,8.97,clear sky
419,Dekar,BW,-21.5333,21.9333,68.07,19,0,9.93,clear sky
420,Majene,ID,-3.5403,118.9707,78.66,88,47,9.84,scattered clouds
421,Marrakesh,MA,31.6315,-8.0083,105.87,9,20,8.05,few clouds
422,Kamakwie,SL,9.5,-12.2333,84.92,70,86,2.3,overcast clouds
423,Bogashevo,RU,56.3683,85.1447,60.75,98,75,4.47,moderate rain
424,Marovoay,MG,-16.1,46.6333,80.74,35,19,2.28,few clouds
425,Saint-Pierre,RE,-21.3393,55.4781,70.29,87,75,18.41,mist
426,Buchanan,LR,5.8808,-10.0467,80.56,79,100,11.72,light rain
427,Black Diamond,US,47.3087,-122.0032,59.99,88,56,0.43,broken clouds
428,Kargasok,RU,59.0556,80.8572,60.37,82,52,5.32,broken clouds
429,Lorengau,PG,-2.0226,147.2712,80.42,78,100,4.09,overcast clouds
430,Padang,ID,-0.9492,100.3543,80.65,85,27,1.54,scattered clouds
431,Sfantu Gheorghe,RO,45.8667,25.7833,86.58,48,62,7.31,broken clouds
432,Cabo San Lucas,MX,22.8909,-109.9124,83.52,80,94,5.01,overcast clouds
433,Alcantara,BR,-2.4089,-44.4147,88.0,64,18,7.49,few clouds
434,Eydhafushi,MV,5.1033,73.0708,81.81,77,100,13.76,overcast clouds
435,Chipinge,ZW,-20.1883,32.6236,61.0,30,23,6.98,few clouds
436,Nata,PA,8.3333,-80.5167,80.47,81,97,3.47,overcast clouds
437,Calama,CL,-22.4667,-68.9333,55.89,11,100,19.57,overcast clouds
438,Roma,US,43.2128,-75.4557,66.85,93,90,5.75,overcast clouds
439,Marquette,US,46.5333,-87.6335,75.78,64,2,4.68,clear sky
440,Ballachulish,GB,56.6774,-5.1308,69.31,63,100,4.88,overcast clouds
441,Finschhafen,PG,-6.6024,147.8681,78.26,84,70,5.01,broken clouds
442,Colares,PT,38.7992,-9.4469,77.99,53,20,16.11,few clouds
443,Kamareddi,IN,18.3167,78.35,79.48,80,43,4.61,scattered clouds
444,Rongcheng,CN,30.634,117.8517,75.74,90,91,2.98,light rain
445,Finote Selam,ET,10.7,37.2667,63.3,89,100,0.47,light rain
446,Yangjiang,CN,21.85,111.9667,78.94,85,100,3.87,overcast clouds
447,Prokhorovka,RU,51.0374,36.7325,89.17,44,49,7.31,scattered clouds
448,Cabedelo,BR,-6.9811,-34.8339,81.27,70,23,14.9,few clouds
449,Port Augusta,AU,-32.5,137.7667,41.14,55,100,5.5,overcast clouds
450,Warrnambool,AU,-38.3833,142.4833,49.8,89,100,11.21,overcast clouds
451,Cam Ranh,VN,11.9214,109.1591,78.76,89,40,4.61,scattered clouds
452,Lewiston,US,44.1003,-70.2148,65.91,99,90,1.01,moderate rain
453,Pontianak,ID,-0.0333,109.3333,80.58,89,20,0.0,few clouds
454,Te Anau,NZ,-45.4167,167.7167,41.76,93,87,1.57,overcast clouds
455,Marana,US,32.4367,-111.2254,84.79,69,90,11.5,overcast clouds
456,Mangrol,IN,21.1167,70.1167,83.91,79,100,20.07,overcast clouds
457,Ozinki,RU,51.1786,49.6769,90.63,33,42,3.89,scattered clouds
458,Kupang,ID,-10.1667,123.5833,76.39,76,63,11.01,broken clouds
459,Solvychegodsk,RU,61.3305,46.9156,79.07,35,2,2.98,clear sky
460,Kyshtovka,RU,56.555,76.6271,61.47,82,45,4.63,scattered clouds
461,Chumikan,RU,54.7183,135.315,63.59,64,0,5.08,clear sky
462,Tianpeng,CN,30.9866,103.9393,81.07,87,8,4.9,clear sky
463,Rudbar,AF,30.15,62.6,108.34,11,36,20.8,scattered clouds
464,La Ligua,CL,-32.4524,-71.2311,58.78,7,27,0.89,scattered clouds
465,Kawalu,ID,-7.3817,108.2082,71.73,92,67,1.9,broken clouds
466,Vostok,RU,46.4856,135.8833,66.81,81,0,3.67,clear sky
467,Ujhani,IN,28.0167,79.0167,82.9,76,100,7.99,moderate rain
468,Tromso,NO,69.6496,18.957,59.65,71,75,18.41,broken clouds
469,Severo-Kurilsk,RU,50.6789,156.125,53.28,98,100,7.94,overcast clouds
470,Yara,CU,20.2753,-76.9533,82.22,73,100,7.58,overcast clouds
471,Awbari,LY,26.5921,12.7805,101.19,14,0,11.23,clear sky
472,Chitose,JP,42.8194,141.6522,74.1,88,20,2.3,few clouds
473,Gurlan,UZ,41.8447,60.3919,100.31,11,0,9.13,clear sky
474,Riachao,BR,-7.3619,-46.6172,92.91,21,0,7.16,clear sky
475,Key West,US,24.5557,-81.7826,88.0,70,20,13.8,few clouds
476,Ardakan,IR,32.31,54.0175,97.18,22,6,6.29,clear sky
477,Kushmurun,KZ,52.4503,64.6311,75.31,47,2,6.22,clear sky
478,Mahebourg,MU,-20.4081,57.7,73.26,88,40,16.11,scattered clouds
479,Gifhorn,DE,52.4833,10.55,82.35,56,20,9.22,few clouds
480,Yarmouth,US,41.7057,-70.2286,80.19,93,20,5.99,mist
481,Holland,US,42.7875,-86.1089,76.01,54,1,4.61,clear sky
482,Algiers,DZ,36.7525,3.042,84.02,42,0,12.66,clear sky
483,Baykit,RU,61.67,96.37,58.53,90,65,3.87,broken clouds
484,Margate,GB,51.3813,1.3862,87.85,73,1,6.76,clear sky
485,Marsa Matruh,EG,31.3525,27.2453,82.92,64,0,13.51,clear sky
486,Riyadh,SA,24.6877,46.7219,100.54,37,100,8.57,overcast clouds
487,Verkhnyaya Khava,RU,51.8404,39.9413,93.27,38,10,1.1,clear sky
488,Daru,PG,-9.0763,143.2092,77.45,89,99,15.52,overcast clouds
489,Pozo Colorado,PY,-23.4923,-58.7972,58.78,23,100,11.39,overcast clouds
490,Kulhudhuffushi,MV,6.6221,73.07,82.96,72,100,15.43,overcast clouds
491,Teluk Nibung,ID,3.001,99.8164,79.41,82,20,3.51,few clouds
492,Stornoway,GB,58.2093,-6.3865,58.96,82,75,10.36,broken clouds
493,Kyra,RU,49.5776,111.9753,59.61,93,0,2.44,clear sky
494,Zyryanka,RU,65.75,150.85,42.06,71,6,5.75,clear sky
495,Balkanabat,TM,39.5108,54.3671,103.62,12,6,3.74,clear sky
496,Valentin Gomez Farias,MX,28.2167,-106.5833,73.58,54,39,4.25,scattered clouds
497,Gat,IL,31.61,34.7642,100.4,43,0,13.91,clear sky
498,Tamiahua,MX,21.2667,-97.45,79.61,80,47,4.56,scattered clouds
499,Matara,LK,5.9485,80.5353,79.43,84,23,15.35,few clouds
500,Cedar City,US,37.6775,-113.0619,74.17,41,1,9.22,clear sky
501,Honningsvag,NO,70.9821,25.9704,48.79,91,90,15.14,overcast clouds
502,Syedove,UA,47.0768,38.156,88.0,49,0,6.8,clear sky
503,Biltine,TD,14.5333,20.9167,92.8,36,25,9.51,scattered clouds
504,Ankang,CN,32.68,109.0172,78.4,85,97,3.22,overcast clouds
505,Horsham,GB,51.064,-0.3272,89.82,46,0,5.75,clear sky
506,Devecser,HU,47.1032,17.438,83.84,47,100,4.36,overcast clouds
507,Harlingen,US,26.1906,-97.6961,84.97,94,20,11.5,few clouds
508,Leua,SK,48.2156,18.6071,82.49,76,100,6.44,moderate rain
509,Wonthaggi,AU,-38.6044,145.5913,51.71,77,100,12.88,overcast clouds
510,Tura,IN,25.5198,90.2201,75.78,96,100,3.27,overcast clouds
511,Londoko,RU,49.0333,131.9833,67.35,81,93,1.59,overcast clouds
512,Knysna,ZA,-34.0363,23.0471,79.18,29,0,1.32,clear sky
513,Bani Walid,LY,31.7566,13.9942,92.01,22,0,23.0,clear sky
514,Monrovia,LR,6.3005,-10.7969,80.37,83,100,9.26,moderate rain
515,Fairbanks,US,64.8378,-147.7164,63.1,74,75,3.0,haze
516,Igreja Nova,BR,-10.1253,-36.6619,82.29,65,27,8.93,scattered clouds
517,Sechelt,CA,49.4664,-123.7694,62.76,82,100,2.57,overcast clouds
518,Fuyang,CN,32.9,115.8167,75.96,90,19,10.76,light rain
519,Sioux Lookout,CA,50.1001,-91.917,77.38,69,90,0.0,smoke
520,Sistranda,NO,63.7256,8.834,53.91,77,100,24.58,overcast clouds
521,Yatou,CN,37.15,122.3833,74.07,90,2,6.69,clear sky
522,Umkomaas,ZA,-30.2067,30.7978,67.68,63,0,10.13,clear sky
523,Nokaneng,BW,-19.6667,22.2667,73.27,18,0,7.27,clear sky
524,Mehran,IR,33.1222,46.1646,110.68,7,0,8.23,clear sky
525,Mizan Teferi,ET,6.9833,35.5833,66.72,94,100,1.03,light rain
526,Luderitz,NA,-26.6481,15.1594,80.58,26,0,8.05,clear sky
527,Iberia,US,29.9502,-91.7507,85.05,89,20,0.0,few clouds
528,Bagotville,AU,-28.9833,153.4167,52.65,74,80,4.99,broken clouds
529,Abha,SA,18.2164,42.5053,76.82,25,40,11.5,scattered clouds
530,Kudahuvadhoo,MV,2.6708,72.8944,83.21,72,46,7.27,scattered clouds
531,Haines Junction,CA,60.7522,-137.5108,44.55,81,6,0.0,clear sky
532,Gallup,US,35.5281,-108.7426,75.96,60,1,0.0,clear sky
533,Baykalovo,RU,57.3981,63.7684,68.05,75,93,9.89,light rain
534,Jizan,SA,17.3333,42.6667,94.14,24,24,24.38,few clouds
535,Pauini,BR,-7.7136,-66.9764,87.13,47,1,3.24,clear sky
536,Nemuro,JP,43.3236,145.575,66.09,88,0,4.63,clear sky
537,Nelidovo,RU,56.2211,32.7774,75.61,69,100,3.11,overcast clouds
538,Hamilton,US,39.1834,-84.5333,74.98,69,1,1.01,clear sky
539,Pustoshka,RU,56.3355,29.369,82.89,25,29,10.07,scattered clouds
540,Dharchula,IN,29.85,80.5333,74.05,99,100,2.37,heavy intensity rain
541,Santa Barbara,US,34.7333,-120.0343,55.49,40,97,1.5,overcast clouds
542,Ternate,ID,0.8,127.4,80.28,79,100,6.04,light rain
543,Havelock,US,34.8791,-76.9013,86.05,79,40,8.01,scattered clouds
544,Port Lincoln,AU,-34.7333,135.8667,52.77,82,99,11.88,overcast clouds
545,North Bend,US,43.4065,-124.2243,54.95,95,90,0.0,mist
546,Komsomolskoye,RU,55.2567,47.5461,80.71,61,75,6.76,broken clouds
547,Leshukonskoye,RU,64.8989,45.7622,78.35,29,39,8.84,scattered clouds
548,Amahai,ID,-3.3333,128.9167,75.09,86,100,1.83,overcast clouds
549,Zeya,RU,53.75,127.2667,65.17,70,100,3.53,overcast clouds
550,Betong,TH,5.7743,101.0723,74.16,96,73,1.59,broken clouds
551,Harper,LR,4.375,-7.7169,79.57,67,97,8.72,overcast clouds
552,Am Timan,TD,11.0297,20.2827,87.19,51,74,6.4,broken clouds
553,San Juan,AR,-31.5375,-68.5364,47.5,25,58,3.31,broken clouds
554,Pingdingshan,CN,33.7385,113.3012,76.51,91,37,6.11,scattered clouds
555,Bairiki,KI,1.3292,172.9752,82.4,78,75,5.75,broken clouds
556,Inirida,CO,3.8653,-67.9239,71.82,98,100,2.68,light rain
557,Junction City,US,39.0286,-96.8314,74.61,87,90,3.0,overcast clouds
558,Luyang,CN,27.6239,110.0989,75.9,88,32,1.21,scattered clouds
559,Trairi,BR,-3.2778,-39.2689,87.82,54,95,13.09,overcast clouds
560,Union,US,40.6334,-74.2663,81.99,88,75,6.91,broken clouds
561,Katubao,PH,5.8892,124.8294,80.64,82,84,2.06,broken clouds
562,Tilichiki,RU,60.4667,166.1,49.95,91,100,0.2,overcast clouds
563,Macenta,GN,8.5435,-9.471,79.36,70,98,2.84,light rain
564,Ongandjera,NA,-17.8833,15.0667,79.63,23,1,9.1,clear sky
565,Tukrah,LY,32.5341,20.5791,82.29,55,56,14.79,broken clouds
566,Cartagena,CO,10.3997,-75.5144,85.62,74,0,3.44,clear sky
567,Puerto Escondido,MX,15.85,-97.0667,79.63,78,75,5.75,broken clouds
568,Inta,RU,66.0317,60.1659,66.88,53,82,6.73,broken clouds
569,Mandalgovi,MN,45.7625,106.2708,77.31,36,100,16.4,overcast clouds
570,Shakhunya,RU,57.6758,46.6114,81.14,43,0,4.99,clear sky
571,Diamantino,BR,-14.4086,-56.4461,82.63,44,0,11.3,clear sky
572,Wewak,PG,-3.5534,143.6268,79.29,84,97,7.52,overcast clouds
573,Marang,MY,5.2056,103.2059,85.91,83,100,3.29,overcast clouds
574,Kungurtug,RU,50.5994,97.5228,61.65,58,100,1.7,overcast clouds
575,Nyimba,ZM,-14.5566,30.8149,79.09,25,59,5.61,broken clouds
576,Yangshan,CN,28.7615,115.0287,72.48,97,96,1.07,overcast clouds
577,Sitka,US,57.0531,-135.33,57.09,88,75,0.0,light rain
578,Viradouro,BR,-20.8731,-48.2969,75.29,49,6,6.46,clear sky
579,Paka,MY,4.6374,103.4368,80.53,94,99,0.0,overcast clouds
580,Suntar,RU,62.1444,117.6319,71.06,65,94,5.37,overcast clouds
581,Afrikanda,RU,67.4429,32.7828,61.93,100,100,11.48,overcast clouds
582,Glamoc,BA,44.0458,16.8486,69.62,69,95,7.02,overcast clouds
583,Haradok,BY,55.4624,29.9816,80.71,49,75,9.51,broken clouds
584,Lovozero,RU,68.005,35.0117,67.35,66,100,13.98,overcast clouds
585,Chegutu,ZW,-18.1302,30.1407,69.73,19,4,5.23,clear sky
586,Pestravka,RU,52.405,49.9583,91.2,29,9,4.36,clear sky
587,Sambava,MG,-14.2667,50.1667,74.52,75,3,14.5,clear sky
588,Socorro,US,31.6546,-106.3033,80.46,58,75,0.0,broken clouds
589,Turayf,SA,31.6725,38.6637,104.25,14,0,6.91,clear sky
590,Antofagasta,CL,-23.65,-70.4,54.68,63,100,3.58,overcast clouds
591,Narragansett,US,41.4501,-71.4495,80.02,72,75,3.0,broken clouds
592,Kalmunai,LK,7.4167,81.8167,82.49,76,68,5.46,light rain
593,Kahama,TZ,-3.8333,32.6,81.61,26,25,6.85,scattered clouds
594,Jedrzejow,PL,50.6394,20.3045,82.18,57,94,5.01,overcast clouds
595,Shediac,CA,46.2198,-64.5411,81.36,60,100,1.9,overcast clouds
596,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,58.87,67,100,7.94,overcast clouds
597,Marapanim,BR,-0.7175,-47.6997,87.75,59,5,4.88,clear sky
598,Fukue,JP,32.6881,128.8419,79.38,84,100,9.08,overcast clouds
599,Forio,IT,40.7342,13.8646,82.42,83,80,1.99,light rain
600,Rosita,NI,13.9268,-84.4032,78.28,92,99,4.07,overcast clouds
601,Shahr-E Babak,IR,30.1165,55.1186,83.41,38,94,10.11,overcast clouds
602,Huangchuan,CN,32.1272,115.0394,76.93,93,100,4.05,light rain
603,Domoni,KM,-12.2569,44.5319,76.32,74,57,11.5,broken clouds
604,Arrecife,ES,28.963,-13.5477,94.98,34,0,21.85,clear sky
605,La Ronge,CA,55.1001,-105.2842,52.05,93,90,8.05,smoke
606,Port Arthur,CN,38.8,121.2667,77.22,88,0,9.33,clear sky
607,High Prairie,CA,55.4334,-116.4858,52.9,91,100,4.79,overcast clouds
608,Dong Hoi,VN,17.4833,106.6,83.91,77,93,5.35,overcast clouds
609,Shatalovo,RU,54.334,32.4465,83.1,55,36,11.56,scattered clouds
610,Hulyaypole,UA,47.6653,36.2578,84.87,54,98,7.47,overcast clouds
611,Bonavista,CA,48.6499,-53.1147,77.0,68,10,7.74,clear sky
612,Elko,US,41.0002,-115.5012,72.05,26,6,2.39,clear sky
613,Olafsvik,IS,64.8945,-23.7142,51.35,82,69,11.97,broken clouds
614,Kurilsk,RU,45.2333,147.8833,63.05,88,6,6.96,clear sky
615,Asau,RO,46.4333,26.4,81.52,80,88,4.29,overcast clouds
616,La Asuncion,VE,11.0333,-63.8628,71.33,100,0,14.97,clear sky
617,Hokitika,NZ,-42.7167,170.9667,44.83,85,38,5.77,scattered clouds
618,Omboue,GA,-1.5746,9.2618,78.39,67,7,11.32,clear sky
619,Coihaique,CL,-45.5752,-72.0662,41.61,75,90,4.61,overcast clouds
620,Waipawa,NZ,-41.4122,175.5153,48.83,94,89,4.94,overcast clouds
621,Urusha,RU,54.05,122.9,66.0,65,100,2.62,overcast clouds
622,Sao Gabriel,BR,-30.3364,-54.32,45.97,61,3,20.07,clear sky
623,Diego De Almagro,CL,-26.3667,-70.05,68.4,10,100,0.56,overcast clouds
624,Mbanza-Ngungu,CD,-5.25,14.8667,91.49,23,74,4.25,broken clouds
625,Raudeberg,NO,61.9875,5.1352,55.0,74,98,3.06,overcast clouds
626,Piuma,BR,-20.8378,-40.7219,79.0,58,1,5.79,clear sky
627,Bambanglipuro,ID,-7.95,110.2833,76.1,83,16,6.8,few clouds
628,Kavaratti,IN,10.5669,72.642,82.29,78,100,20.4,overcast clouds
629,Etchojoa,MX,26.9167,-109.6333,81.09,69,89,5.77,overcast clouds
630,Edd,ER,13.9297,41.6925,94.37,54,49,11.3,scattered clouds
631,Ngunguru,NZ,-35.6167,174.5,53.17,82,67,15.64,broken clouds
632,Vawkavysk,BY,53.1561,24.4513,80.29,62,26,10.02,scattered clouds
633,Krasnovishersk,RU,60.4078,57.082,71.83,69,5,4.94,clear sky
634,Muskogee,US,35.5834,-95.3336,77.54,94,25,6.91,scattered clouds
635,Whitley Bay,GB,55.0397,-1.4471,76.01,73,20,11.5,few clouds
636,Marigot,MF,18.0667,-63.0833,86.09,72,75,13.8,broken clouds
637,Karachi,PK,24.9056,67.0822,85.82,74,75,28.77,broken clouds
638,Laurentides,CA,46.4334,-74.9826,67.71,59,71,2.04,broken clouds
639,Torrevieja,ES,37.9787,-0.6822,98.82,68,0,8.99,clear sky
640,Kununurra,AU,-15.7667,128.7333,62.58,72,100,0.0,overcast clouds
641,Aswan,EG,24.0934,32.907,108.66,9,24,9.6,few clouds
642,San Carlos De Bariloche,AR,-41.1456,-71.3082,34.45,65,90,0.0,overcast clouds
643,Gobabis,NA,-22.45,18.9667,67.14,13,0,9.08,clear sky
644,Nizhnyaya Tura,RU,58.6293,59.8118,65.55,80,86,7.18,overcast clouds
645,Banes,CU,20.9625,-75.7186,84.81,70,100,14.41,overcast clouds
646,Toamasina,MG,-18.1667,49.3833,73.4,83,75,8.05,light rain
647,Walvis Bay,NA,-22.9575,14.5053,85.77,22,7,4.81,clear sky
648,Trofors,NO,65.5333,13.4063,53.47,89,100,5.08,overcast clouds
649,Morant Bay,JM,17.8815,-76.4093,87.42,76,100,10.56,overcast clouds
650,Salinopolis,BR,-0.6136,-47.3561,84.78,67,5,8.99,clear sky
651,Ondjiva,AO,-17.0667,15.7333,81.88,20,8,6.55,clear sky
652,Kostomuksha,RU,64.571,30.5767,59.74,81,100,8.52,overcast clouds
653,Houston,US,29.7633,-95.3633,87.94,79,1,1.99,clear sky
654,Hartselle,US,34.4434,-86.9353,74.79,100,100,5.01,overcast clouds
655,Kropotkin,RU,45.4375,40.5756,99.79,18,0,7.36,clear sky
656,Tessalit,ML,20.1986,1.0114,108.54,10,25,3.74,scattered clouds
657,Dunedin,NZ,-45.8742,170.5036,46.8,93,99,6.91,overcast clouds
658,Mantua,IT,45.1667,10.7833,94.08,54,70,3.0,broken clouds
659,Sinnamary,GF,5.3833,-52.95,83.71,70,60,6.11,broken clouds
660,Tyup,KG,42.7276,78.3648,62.44,68,100,3.91,overcast clouds
661,Tamasane,BW,-22.4184,27.4013,67.93,23,0,11.12,clear sky
662,Saint-Francois,FR,46.4154,3.9054,83.68,40,0,13.8,clear sky
663,Megion,RU,61.0296,76.1136,64.42,71,99,9.1,overcast clouds
664,Bhatkal,IN,13.9667,74.5667,76.21,94,100,12.12,light rain
665,Ixtapa,MX,20.7,-105.2,79.23,88,90,4.61,overcast clouds
666,Sherman,US,33.6357,-96.6089,82.22,79,75,14.97,broken clouds
667,Maridi,SS,4.9158,29.4742,78.75,68,68,3.44,light rain
668,Coos Bay,US,43.3665,-124.2179,55.02,95,90,0.0,mist
669,Silver City,US,32.7701,-108.2803,71.67,61,1,8.05,clear sky
670,Goderich,CA,43.7501,-81.7165,75.04,83,48,10.36,scattered clouds
671,Southbridge,US,42.0751,-72.0334,75.6,97,100,0.47,overcast clouds
672,Talara,PE,-4.5772,-81.2719,70.56,78,75,19.57,broken clouds
673,Saint-Louis,SN,16.3333,-15.0,99.75,29,11,5.32,few clouds
674,Zabaykalsk,RU,49.6333,117.3167,63.19,97,100,11.72,overcast clouds
675,Tucuman,AR,-26.8241,-65.2226,50.0,57,95,4.61,overcast clouds
676,Arandis,NA,-22.4167,14.9667,86.0,16,17,4.7,few clouds
677,Glowno,PL,51.9646,19.7157,83.91,55,100,11.12,overcast clouds
678,Bukoba,TZ,-1.3317,31.8122,75.04,42,100,9.35,overcast clouds
679,Chagoda,RU,59.164,35.3285,84.81,26,19,7.56,few clouds
680,Gigmoto,PH,13.7796,124.39,82.42,83,98,11.48,overcast clouds
681,Menongue,AO,-14.6585,17.691,79.95,19,3,7.07,clear sky
682,Cooma,AU,-36.2333,149.1333,32.52,94,32,2.04,scattered clouds
683,Newport,GB,51.5877,-2.9984,87.17,66,70,3.04,broken clouds
684,San Quintin,MX,30.4833,-115.95,68.83,88,23,6.02,few clouds
685,Half Moon Bay,US,37.4636,-122.4286,63.75,89,1,0.0,clear sky
686,Murgab,TM,37.4966,61.9714,100.27,19,0,6.91,clear sky
687,Alvorada,BR,-12.48,-49.1247,93.72,20,23,4.38,few clouds
688,Auki,SB,-8.7676,160.7034,77.49,89,100,5.17,overcast clouds
689,Miles City,US,46.4083,-105.8406,70.77,52,1,8.05,clear sky
690,Angoche,MZ,-16.2325,39.9086,73.44,72,99,6.98,overcast clouds
691,Kibre Mengist,ET,5.8833,38.9833,68.92,58,96,5.75,overcast clouds
692,Port Hawkesbury,CA,45.6169,-61.3485,79.9,67,1,5.99,clear sky
693,Zhanaozen,KZ,43.3,52.8,99.0,15,59,12.3,broken clouds
694,Rudnogorsk,RU,57.2639,103.7519,58.8,66,100,2.82,overcast clouds
695,Baringo,KE,0.4667,35.9667,78.19,59,72,9.57,light rain
696,Beterou,BJ,9.1992,2.2586,86.79,57,96,6.2,overcast clouds
697,Lima,PE,-12.0432,-77.0282,59.25,88,90,8.05,overcast clouds
698,Ilo,PE,-17.6394,-71.3375,61.3,76,18,4.12,few clouds
699,Shenjiamen,CN,29.9576,122.298,77.81,87,99,8.23,overcast clouds
700,Port-De-Bouc,FR,43.4,4.9833,96.75,34,0,17.27,clear sky
